UserID,Age,Gender,SweetLike,MentholLike,PodsPerWeek,SubscribeIntent,FlavourFamilies,PurchaseChannel,SignupChannel,DeviceUsed,AvgSessionTimeMin,ReferralCount,ReorderRate,FeedbackSubmitted,SubscriptionTenure,FlavourExplorationRate,LastTopRatedFlavour,PrimaryFlavourNote,NicotineToleranceLevel,AvgPodsPerOrder,SleepHours,StressLevelScale,LastMood,IsWeekend,FlavorBuzzScore,LastMentionSpike,IsLimitedEdition,SocialMentions_30D,FlavourFamilyTrend,NicotineGoal,CountryRegCode,OverLimitWarning
603,22,Female,5,3,11,0,"Spice,Menthol",Online,Instagram,iOS,11.6,2,0.67,True,12,0.8,Blueberry Muffin,Fruity,50.0,3,6.4,5.4,Anxious,False,0.38,False,True,50,Rising,Maintain,IN,True
604,20,Female,1,3,14,1,"Fruity,Dessert",Retail,Instagram,iOS,31.9,0,0.46,False,11,0.44,Choco Hazelnut,Menthol,50.0,1,6.4,8.9,LowEnergy,True,0.11,False,False,46,Declining,Maintain,PH,False
605,40,Female,1,3,2,1,"Tobacco,Spice",Online,Instagram,iOS,18.9,1,0.7,False,19,0.4,Spicy Guava,Spicy,10.0,2,5.5,6.7,LowEnergy,False,0.14,False,False,47,Rising,Reduce,IN,False
606,54,Male,2,1,8,0,"Dessert,Beverage",Online,TikTok,Android,42.2,0,0.36,True,14,0.5,Spicy Guava,Nutty,44.2,5,9.0,6.2,Happy,True,0.1,True,False,49,Rising,Reduce,SG,False
607,54,Male,4,1,3,1,"Dessert,Beverage",Retail,Instagram,Android,44.9,0,0.4,False,18,0.41,Mango Tango,Menthol,11.0,5,6.8,7.0,Energetic,False,0.07,False,False,61,Stable,Reduce,IN,False
608,27,Male,1,2,7,0,Spice,Online,TikTok,iOS,17.3,1,0.92,False,13,0.4,Vanilla Swirl,Sweet,36.4,4,5.8,6.7,LowEnergy,True,0.29,False,False,59,Stable,Quit,IN,True
609,27,Male,4,5,5,1,Tobacco,Retail,TikTok,iOS,19.5,0,0.52,False,4,0.83,Rose Milk,Spicy,26.4,4,7.0,5.3,LowEnergy,True,0.14,False,False,60,Declining,Maintain,US,False
610,36,Male,3,5,3,1,"Beverage,Fruity",Retail,Website,iOS,33.6,2,0.71,False,17,0.21,Rose Milk,Spicy,12.8,6,5.5,6.3,Energetic,False,0.1,False,True,51,Stable,Maintain,SG,False
611,34,Male,5,5,1,0,"Spice,Beverage",Online,Instagram,Android,21.1,1,0.85,True,19,0.97,Peach Punch,Fruity,10.0,3,6.5,7.0,Anxious,False,0.43,True,False,49,Declining,Maintain,IN,False
612,38,Male,4,2,8,0,Beverage,Online,Website,Android,24.5,0,0.25,False,9,0.6,Vanilla Swirl,Spicy,35.3,1,7.0,5.9,Energetic,False,0.57,False,False,52,Declining,Maintain,PH,False
613,31,Male,5,5,3,0,"Fruity,Dessert,Beverage",Online,Website,iOS,25.3,0,0.77,True,23,0.26,Berry Blast,Spicy,10.0,4,7.2,7.3,Happy,False,0.73,False,False,55,Stable,Maintain,IN,False
614,26,Male,4,5,2,1,Menthol,Retail,Instagram,iOS,5.8,1,0.7,False,7,0.22,Mint Chill,Sweet,10.0,2,5.0,6.1,Happy,False,0.1,False,True,44,Rising,Quit,AE,False
615,18,Male,3,3,1,0,"Beverage,Fruity",Online,Referral,iOS,24.9,0,0.85,False,1,0.63,Berry Blast,Menthol,10.0,5,9.0,7.2,Happy,True,0.17,False,False,47,Stable,Reduce,US,False
616,30,Female,1,1,4,0,Tobacco,Online,Referral,Desktop,18.1,2,0.42,False,7,0.67,Citrus Pop,Spicy,14.2,1,7.9,7.0,LowEnergy,False,0.19,False,True,48,Rising,Maintain,AE,False
617,21,Male,3,1,13,0,Dessert,Online,Instagram,iOS,20.1,1,0.82,False,7,0.15,Citrus Pop,Fruity,50.0,6,8.9,7.2,Anxious,False,0.42,True,False,53,Rising,Maintain,SG,False
618,18,Female,1,3,8,0,"Menthol,Beverage,Fruity",Online,Instagram,Android,39.4,1,0.49,False,20,0.32,Rose Milk,Menthol,44.4,5,6.2,4.5,Happy,False,0.51,True,False,44,Stable,Reduce,SG,False
619,49,Female,1,3,13,1,Beverage,Lounge,Referral,Android,12.4,1,0.76,False,7,0.82,Choco Hazelnut,Fruity,48.2,1,6.8,8.1,Energetic,True,0.26,False,False,43,Declining,Maintain,US,False
620,51,Male,5,3,3,0,"Fruity,Spice",Online,Website,iOS,33.1,0,0.59,False,8,0.14,Citrus Pop,Spicy,17.4,4,6.5,5.2,Happy,False,0.13,False,False,48,Stable,Reduce,IN,False
621,45,Female,3,1,14,1,Spice,Retail,Instagram,iOS,22.2,0,0.72,False,16,0.87,Pineapple Freeze,Menthol,50.0,4,5.8,6.2,LowEnergy,True,0.15,True,False,65,Rising,Maintain,SG,False
622,48,Female,4,5,1,0,"Dessert,Tobacco",Retail,Instagram,iOS,22.2,0,0.61,False,3,0.69,Rose Milk,Spicy,10.0,3,7.4,5.5,Happy,False,0.17,False,False,47,Stable,Maintain,PH,False
623,25,Female,3,3,4,0,"Dessert,Beverage,Tobacco",Retail,TikTok,Android,32.9,0,0.32,False,13,0.49,Mango Tango,Sweet,22.1,6,5.4,6.6,Anxious,True,0.22,False,True,41,Rising,Reduce,US,False
624,43,Male,5,2,9,1,Menthol,Online,TikTok,Android,28.4,5,0.13,False,10,0.41,Blueberry Muffin,Menthol,36.8,1,7.3,6.3,Happy,True,0.31,True,True,45,Rising,Reduce,AE,True
625,51,Male,1,3,13,1,"Beverage,Menthol,Spice",Retail,Website,Android,30.7,0,0.63,False,18,0.12,Peach Punch,Fruity,41.8,6,5.9,7.5,Anxious,False,0.53,False,False,48,Stable,Maintain,PH,False
626,20,Male,5,4,1,1,"Spice,Tobacco",Retail,TikTok,Android,34.7,1,0.56,False,7,0.84,Tobacco Twist,Sweet,10.0,2,7.0,6.6,Anxious,False,0.34,False,False,42,Rising,Quit,US,False
627,29,Male,2,3,12,0,"Menthol,Spice",Online,TikTok,iOS,21.7,1,0.66,True,21,0.23,Tobacco Twist,Nutty,50.0,6,8.3,5.9,Energetic,False,0.22,False,False,51,Rising,Maintain,PH,False
628,18,Female,2,1,14,0,"Fruity,Spice",Online,Website,Desktop,18.9,0,0.56,True,21,0.38,Custard Kunafa,Fruity,50.0,4,6.3,3.8,Anxious,True,0.37,True,False,48,Declining,Maintain,US,False
629,22,Female,4,3,11,1,"Tobacco,Spice,Fruity",Online,Instagram,Android,14.1,0,0.9,True,5,0.61,Mango Tango,Spicy,50.0,3,7.4,7.8,LowEnergy,True,0.17,False,False,74,Stable,Reduce,AE,True
630,47,Male,5,4,2,0,Menthol,Online,Instagram,iOS,16.7,1,0.63,False,23,0.32,Tobacco Twist,Fruity,10.0,4,5.9,7.3,LowEnergy,False,0.2,False,False,49,Rising,Reduce,IN,False
631,47,Female,4,2,9,0,Beverage,Online,Website,Desktop,54.5,2,0.53,False,24,0.55,Berry Blast,Nutty,36.3,5,5.1,7.9,Anxious,False,0.24,False,False,61,Stable,Maintain,US,False
632,34,Male,4,5,2,1,"Beverage,Fruity,Spice",Retail,Referral,Android,37.4,1,0.65,False,22,0.83,Custard Kunafa,Fruity,10.0,4,8.5,6.2,Anxious,True,0.47,True,False,46,Rising,Reduce,SG,False
633,40,Male,2,3,13,1,"Beverage,Dessert",Online,TikTok,Android,11.5,0,0.54,False,7,0.52,Rose Milk,Sweet,39.2,1,7.4,7.0,Happy,False,0.19,False,False,47,Declining,Maintain,AE,True
634,32,Female,4,4,3,1,Menthol,Online,TikTok,Android,11.8,2,0.61,False,22,0.95,Vanilla Swirl,Fruity,13.6,3,6.3,5.5,Happy,True,0.29,False,False,43,Rising,Quit,AE,False
635,54,Male,2,4,7,1,"Dessert,Fruity",Retail,Instagram,Desktop,29.8,0,0.42,False,17,0.86,Strawberry Cream,Menthol,32.7,1,7.3,5.4,Energetic,False,0.37,True,False,63,Declining,Reduce,PH,False
636,38,Male,1,2,3,1,"Menthol,Beverage",Online,TikTok,Android,30.5,0,0.6,True,4,0.4,Vanilla Swirl,Nutty,16.4,2,5.3,6.1,Happy,True,0.48,False,False,54,Declining,Maintain,SG,False
637,31,Male,5,1,9,0,"Spice,Tobacco",Retail,TikTok,iOS,30.5,1,0.53,True,24,0.46,Rose Milk,Fruity,40.6,2,7.0,7.9,LowEnergy,True,0.11,False,False,40,Stable,Maintain,PH,False
638,19,Male,4,3,6,0,Beverage,Online,Instagram,iOS,22.5,1,0.43,False,23,0.48,Choco Hazelnut,Nutty,34.5,4,6.8,6.1,Happy,True,0.42,False,False,41,Rising,Reduce,AE,False
639,28,Female,2,4,3,1,"Beverage,Fruity",Lounge,Instagram,Desktop,23.7,2,0.9,False,16,0.66,Rose Milk,Sweet,14.7,3,7.3,6.4,Energetic,True,0.46,False,False,51,Declining,Reduce,US,False
640,51,Female,3,2,9,1,Menthol,Online,TikTok,iOS,28.3,0,0.44,False,19,0.36,Mint Chill,Menthol,49.7,6,8.5,6.9,Energetic,True,0.07,False,False,41,Rising,Quit,SG,False
641,51,Female,4,5,1,0,"Fruity,Tobacco",Retail,Instagram,iOS,25.9,2,0.6,True,10,0.97,Strawberry Cream,Spicy,10.0,3,8.2,6.5,Anxious,False,0.38,False,False,58,Rising,Quit,AE,False
642,35,Female,1,4,10,0,"Dessert,Spice,Tobacco",Retail,TikTok,Android,5.0,3,0.48,False,3,0.65,Vanilla Swirl,Fruity,50.0,3,4.8,8.0,Energetic,True,0.34,False,False,48,Rising,Maintain,SG,False
643,47,Male,1,2,3,0,"Menthol,Beverage",Online,Instagram,Android,22.7,0,0.64,True,3,0.46,Tobacco Twist,Sweet,15.1,3,4.1,5.4,Anxious,True,0.39,False,False,46,Stable,Quit,US,False
644,32,Male,3,1,1,1,Tobacco,Online,TikTok,Android,16.5,0,0.41,True,17,0.68,Spicy Guava,Nutty,10.0,4,6.8,6.6,LowEnergy,True,0.26,False,False,36,Rising,Reduce,IN,False
645,44,Female,2,1,2,0,Tobacco,Retail,Instagram,Desktop,26.8,0,0.73,True,10,0.46,Custard Kunafa,Nutty,10.0,1,6.7,7.2,LowEnergy,False,0.64,True,False,37,Declining,Maintain,PH,False
646,51,Male,4,4,12,0,"Fruity,Dessert",Online,Referral,iOS,54.9,3,0.91,True,17,0.84,Choco Hazelnut,Sweet,50.0,4,5.1,4.0,Happy,False,0.2,True,True,52,Rising,Reduce,PH,False
647,50,Female,2,4,8,1,"Beverage,Menthol",Retail,TikTok,iOS,28.7,0,0.47,False,22,0.61,Lychee Ice,Fruity,24.8,6,5.3,6.9,Energetic,False,0.2,False,False,51,Declining,Maintain,AE,False
648,41,Female,1,3,7,1,Spice,Lounge,Website,iOS,21.9,1,0.78,True,17,0.14,Peach Punch,Spicy,30.7,1,5.6,8.5,LowEnergy,False,0.17,False,True,52,Rising,Maintain,AE,False
649,32,Male,2,2,2,0,"Spice,Beverage",Online,Website,Desktop,34.2,0,0.54,False,21,0.26,Strawberry Cream,Fruity,10.0,6,8.1,6.0,Anxious,True,0.21,False,False,44,Rising,Quit,US,False
650,47,Female,1,4,2,1,Tobacco,Online,TikTok,Android,29.8,1,0.83,False,4,0.88,Citrus Pop,Menthol,10.0,5,5.9,4.9,Energetic,True,0.24,False,False,35,Rising,Reduce,AE,False
651,34,Female,2,3,9,1,Beverage,Online,Instagram,iOS,29.2,0,0.93,True,21,0.61,Mango Tango,Fruity,49.7,5,4.7,7.2,Energetic,False,0.13,False,False,51,Declining,Quit,AE,True
652,22,Female,3,3,13,0,Dessert,Online,TikTok,Desktop,31.1,1,0.56,True,23,0.96,Choco Hazelnut,Menthol,50.0,1,6.4,6.8,Anxious,False,0.23,False,False,58,Rising,Maintain,AE,True
653,46,Male,5,4,13,0,Dessert,Retail,TikTok,Desktop,45.6,1,0.37,False,6,0.17,Peach Punch,Nutty,50.0,4,6.5,8.8,Energetic,False,0.07,False,True,47,Stable,Maintain,SG,False
654,21,Male,3,1,6,0,Spice,Retail,Website,Desktop,13.7,0,0.74,True,12,0.37,Citrus Pop,Menthol,35.7,6,5.3,7.2,Energetic,False,0.08,False,False,49,Rising,Maintain,SG,False
655,27,Male,3,2,5,0,"Fruity,Tobacco",Online,TikTok,Desktop,29.7,0,0.63,False,22,0.27,Choco Hazelnut,Spicy,26.8,6,7.2,5.1,LowEnergy,False,0.38,False,True,45,Declining,Maintain,IN,False
656,34,Male,5,2,10,1,"Dessert,Tobacco,Menthol",Online,Instagram,iOS,15.7,1,0.68,False,20,0.6,Spicy Guava,Sweet,50.0,2,7.9,5.0,Anxious,False,0.4,True,True,60,Rising,Quit,SG,False
657,27,Male,5,1,6,0,"Menthol,Beverage",Online,Instagram,Android,30.6,1,0.55,True,17,0.44,Pineapple Freeze,Menthol,25.9,6,6.1,7.8,LowEnergy,True,0.24,False,True,52,Rising,Maintain,PH,False
658,34,Female,4,4,9,1,Menthol,Online,TikTok,Android,15.8,0,0.47,False,17,0.24,Choco Hazelnut,Fruity,33.3,4,4.7,7.0,Anxious,True,0.44,False,False,45,Stable,Reduce,IN,False
659,37,Male,4,2,11,0,Fruity,Retail,Website,Desktop,20.8,1,0.77,True,10,0.68,Tobacco Twist,Menthol,46.6,2,6.2,6.4,Happy,False,0.02,False,False,57,Rising,Reduce,AE,True
660,41,Female,3,4,7,0,Dessert,Online,TikTok,Android,22.0,1,0.65,False,7,0.58,Rose Milk,Nutty,36.0,4,6.9,6.8,Energetic,True,0.29,True,False,42,Stable,Reduce,PH,False
661,22,Female,3,4,10,1,Spice,Retail,TikTok,Android,34.8,2,0.38,False,16,0.35,Mint Chill,Menthol,33.3,3,4.0,7.2,Energetic,False,0.25,False,True,37,Rising,Reduce,IN,False
662,51,Female,1,3,10,0,"Beverage,Spice",Retail,Referral,Android,34.2,1,0.7,True,13,0.53,Custard Kunafa,Spicy,38.1,6,7.1,7.1,LowEnergy,False,0.29,False,False,41,Stable,Reduce,IN,True
663,23,Male,1,1,14,0,"Dessert,Fruity",Retail,Website,iOS,12.5,4,0.67,True,3,0.77,Vanilla Swirl,Menthol,44.0,3,6.1,4.2,Energetic,False,0.15,False,False,60,Stable,Reduce,PH,False
664,19,Female,4,4,9,0,Tobacco,Online,Instagram,Android,25.5,1,0.55,False,2,0.28,Peach Punch,Spicy,38.7,5,6.6,8.3,Energetic,True,0.38,False,True,46,Rising,Maintain,IN,True
665,30,Male,4,5,4,0,Spice,Retail,Instagram,Desktop,17.9,0,0.84,False,16,0.36,Peach Punch,Fruity,21.9,5,6.2,8.4,LowEnergy,False,0.45,True,False,44,Stable,Quit,PH,False
666,28,Male,1,1,2,1,Tobacco,Retail,Instagram,Desktop,12.4,3,0.51,True,6,0.41,Citrus Pop,Nutty,10.0,1,5.6,9.2,LowEnergy,False,0.22,False,False,52,Rising,Quit,IN,False
667,40,Female,1,2,12,0,Menthol,Retail,Instagram,iOS,22.8,2,0.57,False,6,0.77,Pineapple Freeze,Sweet,50.0,6,6.4,8.9,Anxious,False,0.29,False,False,60,Stable,Maintain,IN,True
668,33,Male,2,3,8,1,"Fruity,Beverage",Online,Instagram,iOS,21.9,1,0.72,False,13,0.86,Custard Kunafa,Fruity,46.4,2,5.9,8.6,Happy,True,0.21,False,False,55,Stable,Reduce,IN,True
669,48,Male,2,2,4,1,Beverage,Online,Instagram,iOS,49.3,0,0.61,False,7,0.44,Choco Hazelnut,Fruity,14.8,3,6.1,6.1,LowEnergy,True,0.3,False,False,54,Declining,Reduce,PH,False
670,28,Female,1,2,13,0,"Tobacco,Fruity",Retail,Instagram,Android,29.3,4,0.39,True,5,0.37,Rose Milk,Sweet,50.0,4,5.4,7.0,Anxious,False,0.44,True,False,43,Rising,Quit,IN,True
671,33,Male,2,1,9,0,"Menthol,Tobacco",Online,Instagram,Desktop,11.2,1,0.63,False,24,0.9,Custard Kunafa,Menthol,50.0,6,7.1,8.3,LowEnergy,False,0.32,False,False,65,Stable,Maintain,SG,False
672,25,Male,5,2,4,1,"Dessert,Tobacco,Fruity",Online,Referral,iOS,19.4,1,0.54,False,7,1.0,Rose Milk,Menthol,23.5,1,8.0,3.8,Anxious,False,0.18,False,True,57,Rising,Reduce,SG,False
673,21,Male,4,4,8,1,"Tobacco,Spice,Fruity",Lounge,Instagram,Android,35.2,1,0.73,True,2,0.7,Peach Punch,Menthol,29.6,4,5.5,6.2,Happy,False,0.13,False,False,49,Stable,Maintain,SG,False
674,21,Female,4,2,9,0,"Spice,Fruity",Online,TikTok,Desktop,45.9,0,0.62,False,17,0.99,Blueberry Muffin,Nutty,29.7,3,6.4,3.9,Anxious,False,0.32,False,False,60,Stable,Maintain,SG,False
675,42,Female,1,3,13,1,Dessert,Online,TikTok,Android,9.1,1,0.61,False,13,0.69,Citrus Pop,Fruity,44.8,6,5.2,6.9,Anxious,False,0.71,False,False,56,Rising,Reduce,SG,False
676,20,Male,3,3,9,0,"Beverage,Fruity",Online,Referral,Android,6.2,1,0.44,False,21,0.76,Tobacco Twist,Spicy,46.0,3,7.0,8.4,Energetic,True,0.06,False,False,42,Stable,Quit,AE,True
677,49,Male,1,5,10,1,"Beverage,Fruity",Retail,Instagram,Android,43.7,1,0.57,True,21,0.45,Tobacco Twist,Sweet,50.0,6,6.8,6.5,LowEnergy,False,0.03,False,False,45,Stable,Reduce,IN,True
678,20,Male,2,3,4,0,Fruity,Online,TikTok,Android,28.9,0,0.75,False,16,0.49,Rose Milk,Fruity,20.1,6,5.8,5.6,Anxious,True,0.13,False,True,43,Stable,Reduce,US,False
679,44,Male,3,2,1,1,"Dessert,Tobacco",Retail,Referral,iOS,16.3,0,0.48,False,20,0.23,Rose Milk,Menthol,10.0,3,6.4,6.9,LowEnergy,True,0.07,False,False,51,Rising,Reduce,AE,False
680,46,Female,2,3,3,1,"Tobacco,Beverage,Dessert",Online,Referral,Android,30.3,1,0.6,False,2,0.84,Mint Chill,Sweet,10.5,3,7.5,7.1,Anxious,True,0.13,False,False,48,Rising,Quit,PH,False
681,49,Male,5,1,9,0,"Dessert,Spice",Online,Referral,Android,5.0,0,0.46,False,5,0.94,Mango Tango,Spicy,42.7,4,4.6,7.2,Energetic,False,0.13,False,False,43,Rising,Maintain,AE,True
682,36,Male,2,3,4,0,Tobacco,Retail,Instagram,Desktop,25.0,1,0.42,False,18,0.66,Pineapple Freeze,Fruity,17.8,1,4.9,4.7,Energetic,True,0.2,False,False,44,Rising,Maintain,US,False
683,38,Female,5,4,5,0,Dessert,Online,Instagram,Android,28.3,2,0.59,False,7,0.41,Mint Chill,Fruity,25.9,3,7.2,6.9,Happy,True,0.43,False,True,50,Rising,Quit,AE,False
684,22,Female,5,1,7,1,"Menthol,Tobacco",Lounge,Website,Android,34.2,2,0.63,True,11,0.24,Custard Kunafa,Nutty,30.3,5,6.6,6.8,Anxious,False,0.53,False,False,40,Stable,Maintain,IN,False
685,35,Female,2,5,5,0,Tobacco,Online,Referral,iOS,14.9,1,0.9,False,11,0.34,Strawberry Cream,Fruity,20.1,1,6.4,7.9,Energetic,True,0.2,False,False,53,Stable,Maintain,SG,False
686,45,Male,2,4,4,0,"Beverage,Spice",Online,TikTok,Android,25.9,1,0.53,False,22,0.33,Strawberry Cream,Fruity,15.5,5,7.6,6.4,LowEnergy,False,0.52,False,False,43,Rising,Reduce,IN,False
687,39,Male,5,2,2,1,"Beverage,Dessert",Online,TikTok,iOS,15.7,2,0.59,True,17,0.65,Strawberry Cream,Spicy,10.0,4,7.3,9.5,Anxious,False,0.32,False,False,52,Stable,Reduce,AE,False
688,38,Male,3,2,2,1,Beverage,Online,Instagram,iOS,27.6,1,0.41,False,16,0.95,Berry Blast,Spicy,10.0,3,8.6,6.6,Anxious,False,0.48,False,False,59,Declining,Maintain,US,False
689,23,Male,5,2,13,1,"Spice,Beverage,Menthol",Lounge,Website,Android,16.0,1,0.69,False,13,0.14,Mint Chill,Sweet,42.7,1,7.6,5.8,Happy,True,0.29,False,True,57,Rising,Quit,PH,False
690,18,Female,4,4,13,1,"Tobacco,Beverage",Retail,Instagram,Desktop,20.9,3,0.66,True,22,0.1,Custard Kunafa,Menthol,50.0,3,7.1,5.0,LowEnergy,True,0.15,False,True,54,Rising,Maintain,IN,True
691,22,Female,5,4,4,0,Fruity,Online,TikTok,iOS,15.0,2,0.82,True,5,0.64,Strawberry Cream,Spicy,12.4,6,6.4,5.7,Happy,False,0.47,False,False,44,Stable,Maintain,US,False
692,29,Female,3,4,10,1,"Fruity,Tobacco",Retail,TikTok,Android,31.5,2,0.77,True,20,0.36,Blueberry Muffin,Sweet,35.6,3,6.3,5.3,Anxious,False,0.43,False,False,57,Rising,Maintain,PH,False
693,43,Female,4,1,13,0,"Tobacco,Spice",Retail,TikTok,Desktop,33.6,0,0.65,True,16,0.89,Vanilla Swirl,Fruity,50.0,1,6.5,6.3,Happy,True,0.15,False,False,57,Stable,Maintain,SG,False
694,51,Male,1,1,10,0,"Fruity,Spice",Online,Instagram,iOS,22.7,2,0.53,False,22,0.39,Blueberry Muffin,Sweet,39.8,3,6.8,9.0,Anxious,False,0.3,False,False,59,Rising,Reduce,IN,True
695,31,Female,1,2,13,1,"Tobacco,Menthol,Beverage",Online,Instagram,Android,25.4,1,0.63,True,22,0.36,Custard Kunafa,Sweet,50.0,3,5.1,4.3,Anxious,False,0.54,False,True,38,Rising,Maintain,IN,True
696,43,Male,3,3,9,1,"Menthol,Fruity",Lounge,Website,Android,10.5,1,0.58,False,16,0.34,Custard Kunafa,Sweet,46.4,2,6.8,4.4,Happy,True,0.1,True,False,53,Rising,Quit,SG,False
697,44,Male,5,2,8,0,"Beverage,Fruity,Tobacco",Lounge,Instagram,Android,22.0,2,0.74,False,16,0.23,Lychee Ice,Sweet,37.9,2,6.2,6.1,Happy,False,0.44,False,False,52,Rising,Reduce,SG,False
698,26,Male,2,5,3,1,"Menthol,Fruity",Lounge,TikTok,iOS,24.5,2,0.72,True,14,0.62,Rose Milk,Spicy,17.6,1,6.9,4.5,Anxious,True,0.14,False,False,53,Rising,Maintain,AE,False
699,43,Male,3,1,14,0,"Spice,Menthol",Retail,Instagram,iOS,51.2,2,0.56,False,6,0.25,Spicy Guava,Menthol,42.9,1,5.8,5.0,Happy,False,0.13,False,True,45,Rising,Maintain,PH,False
700,39,Male,4,4,9,0,"Dessert,Spice,Menthol",Retail,TikTok,Android,13.9,0,0.38,False,2,0.48,Choco Hazelnut,Sweet,46.9,6,5.7,7.0,Happy,False,0.25,False,False,52,Rising,Maintain,US,False
701,47,Other,4,1,14,1,"Spice,Dessert",Online,TikTok,Android,39.6,0,0.8,False,14,0.51,Rose Milk,Nutty,50.0,6,6.8,6.4,Anxious,True,0.17,False,True,50,Stable,Reduce,SG,False
702,34,Male,1,4,5,0,Tobacco,Online,Instagram,iOS,35.0,0,0.69,True,16,0.12,Pineapple Freeze,Fruity,27.9,3,7.1,7.2,LowEnergy,False,0.12,False,False,43,Rising,Maintain,AE,False
703,43,Male,4,5,11,0,"Beverage,Fruity",Online,TikTok,Android,27.8,2,0.55,True,23,0.12,Rose Milk,Fruity,38.5,5,5.8,7.4,Happy,False,0.27,False,False,40,Declining,Reduce,PH,False
704,53,Male,3,5,3,1,"Dessert,Beverage",Retail,Instagram,iOS,42.6,0,0.68,False,20,0.57,Peach Punch,Fruity,11.9,1,8.1,8.5,Happy,False,0.13,False,False,46,Rising,Maintain,PH,False
705,18,Female,4,1,5,1,Tobacco,Retail,Instagram,Android,28.7,0,0.61,False,13,0.73,Pineapple Freeze,Fruity,17.6,3,8.1,7.1,Energetic,False,0.37,False,False,44,Rising,Quit,IN,False
706,25,Female,3,4,13,0,"Tobacco,Beverage,Fruity",Retail,Referral,iOS,28.9,1,0.8,False,15,0.95,Pineapple Freeze,Fruity,50.0,5,4.6,8.3,LowEnergy,False,0.41,False,False,59,Rising,Reduce,AE,True
707,52,Female,2,5,10,1,Spice,Lounge,TikTok,Desktop,24.5,2,0.31,False,12,0.26,Spicy Guava,Sweet,50.0,2,5.6,6.7,Happy,False,0.06,False,False,47,Stable,Quit,AE,True
708,32,Male,1,2,13,1,Beverage,Retail,Referral,iOS,37.2,2,0.54,True,9,0.19,Spicy Guava,Menthol,50.0,6,6.6,7.1,Anxious,True,0.29,True,True,39,Stable,Reduce,IN,True
709,39,Female,4,2,4,1,"Spice,Dessert,Tobacco",Lounge,Instagram,iOS,36.0,1,0.84,False,18,0.15,Choco Hazelnut,Nutty,18.5,1,6.9,7.1,Energetic,True,0.4,False,False,58,Rising,Reduce,US,False
710,31,Male,3,4,8,1,"Menthol,Fruity",Online,Website,iOS,18.7,0,0.68,True,21,0.49,Lychee Ice,Spicy,40.6,3,9.0,6.9,Energetic,False,0.51,False,True,52,Rising,Reduce,SG,False
711,43,Female,5,1,13,0,Beverage,Retail,Website,iOS,11.8,1,0.87,True,14,0.66,Berry Blast,Nutty,50.0,2,6.7,6.8,Energetic,False,0.24,False,False,59,Declining,Quit,IN,True
712,45,Female,1,5,12,0,"Fruity,Beverage",Retail,TikTok,Desktop,23.0,0,0.42,False,20,0.86,Lychee Ice,Spicy,50.0,4,6.4,9.2,Happy,True,0.08,False,False,74,Declining,Reduce,SG,False
713,40,Male,2,1,5,0,"Dessert,Spice",Online,TikTok,Desktop,17.0,0,0.76,True,4,0.71,Pineapple Freeze,Spicy,26.6,2,5.1,7.5,Anxious,False,0.17,False,False,65,Rising,Reduce,AE,False
714,31,Male,3,2,10,1,Dessert,Lounge,TikTok,iOS,24.4,0,0.75,False,8,0.29,Vanilla Swirl,Nutty,31.9,3,4.6,5.8,Energetic,False,0.76,False,True,60,Stable,Maintain,IN,False
715,41,Male,2,5,12,1,"Tobacco,Menthol,Dessert",Retail,TikTok,Android,37.4,1,0.35,False,8,0.52,Mint Chill,Sweet,50.0,6,6.3,10.0,LowEnergy,False,0.24,True,False,47,Stable,Maintain,US,False
716,19,Male,2,1,8,1,"Menthol,Beverage",Online,Referral,Android,20.4,1,0.56,True,22,0.92,Custard Kunafa,Fruity,29.6,5,9.0,5.9,Energetic,True,0.24,False,False,54,Rising,Maintain,SG,False
717,43,Male,4,3,9,1,"Dessert,Fruity",Online,Referral,Desktop,24.6,1,0.58,False,22,0.39,Pineapple Freeze,Sweet,42.1,4,6.2,6.5,Energetic,False,0.15,True,False,56,Stable,Reduce,SG,False
718,31,Female,4,4,4,0,"Beverage,Menthol",Retail,Referral,Android,25.6,1,0.36,False,16,0.55,Mint Chill,Fruity,23.5,4,5.6,5.3,LowEnergy,False,0.19,True,False,44,Stable,Maintain,SG,False
719,24,Male,3,4,7,0,"Spice,Dessert",Retail,Instagram,iOS,33.5,2,0.56,False,24,0.96,Lychee Ice,Menthol,39.5,6,7.0,7.6,Energetic,False,0.29,False,False,48,Stable,Reduce,AE,True
720,20,Male,5,3,2,0,Spice,Lounge,Website,Android,5.0,1,0.73,True,10,0.76,Strawberry Cream,Spicy,10.0,4,4.1,9.0,Energetic,True,0.2,False,True,50,Declining,Maintain,SG,False
721,40,Male,3,2,6,0,Dessert,Online,Referral,Android,18.9,1,0.54,False,21,0.77,Tobacco Twist,Nutty,23.2,1,6.6,4.3,LowEnergy,False,0.3,True,False,48,Stable,Maintain,PH,False
722,35,Male,5,5,8,0,"Dessert,Spice",Online,Instagram,iOS,27.1,1,0.64,False,17,0.33,Citrus Pop,Menthol,29.6,3,7.5,6.1,Happy,False,0.54,True,False,55,Rising,Maintain,SG,False
723,52,Female,2,4,12,0,"Menthol,Tobacco,Beverage",Online,Instagram,Android,37.0,3,0.64,False,1,0.47,Blueberry Muffin,Fruity,50.0,4,5.4,8.2,LowEnergy,False,0.28,True,False,68,Rising,Maintain,AE,True
